2022-12-15 18:00:17,094 | maa | INFO | run.py started with args: Namespace(agent=None, debug=False, folder='simple_lego', function='generate_roadmap', parallel_index=None, parallel_num=None, path_file=None, refine=False, viewer=False)
2022-12-15 18:16:56,774 | maa | INFO | Generate [('GRASP', 'RELEASE')] Trajectories for Target [E4] with Operation [gripper, lego]
2022-12-15 18:16:56,914 | maa | INFO | Find 3 trajectories for ('DETACH', 'ELEMENT', 'E1', 'START', 1)
2022-12-15 18:16:56,915 | maa | INFO | Find 3 trajectories for ('DETACH', 'ELEMENT', 'E1', 'START', 3)
2022-12-15 18:16:56,916 | maa | INFO | Find 6 trajectories for ('DETACH', 'ELEMENT', 'E1', 'START', 4)
2022-12-15 18:16:56,916 | maa | INFO | Find 3 trajectories for ('DETACH', 'ELEMENT', 'E2', 'START', 0)
2022-12-15 18:16:56,917 | maa | INFO | Find 3 trajectories for ('DETACH', 'ELEMENT', 'E2', 'START', 1)
2022-12-15 18:16:56,918 | maa | INFO | Find 11 trajectories for ('DETACH', 'ELEMENT', 'E2', 'START', 2)
2022-12-15 18:16:56,918 | maa | INFO | Find 6 trajectories for ('DETACH', 'ELEMENT', 'E3', 'START', 0)
2022-12-15 18:16:56,919 | maa | INFO | Find 6 trajectories for ('DETACH', 'ELEMENT', 'E3', 'START', 1)
2022-12-15 18:16:56,920 | maa | INFO | Find 11 trajectories for ('DETACH', 'ELEMENT', 'E3', 'START', 2)
2022-12-15 18:16:56,920 | maa | INFO | Find 3 trajectories for ('DETACH', 'ELEMENT', 'E4', 'START', 1)
2022-12-15 18:16:56,921 | maa | INFO | Find 3 trajectories for ('DETACH', 'ELEMENT', 'E4', 'START', 3)
2022-12-15 18:16:56,921 | maa | INFO | Find 6 trajectories for ('DETACH', 'ELEMENT', 'E4', 'START', 4)
2022-12-15 18:16:56,922 | maa | INFO | Find 3 trajectories for ('GRASP', 'ELEMENT', 'E1', 'START', 1)
2022-12-15 18:16:56,923 | maa | INFO | Find 3 trajectories for ('GRASP', 'ELEMENT', 'E1', 'START', 3)
2022-12-15 18:16:56,923 | maa | INFO | Find 6 trajectories for ('GRASP', 'ELEMENT', 'E1', 'START', 4)
2022-12-15 18:16:56,924 | maa | INFO | Find 3 trajectories for ('GRASP', 'ELEMENT', 'E2', 'START', 0)
2022-12-15 18:16:56,924 | maa | INFO | Find 3 trajectories for ('GRASP', 'ELEMENT', 'E2', 'START', 1)
2022-12-15 18:16:56,924 | maa | INFO | Find 12 trajectories for ('GRASP', 'ELEMENT', 'E2', 'START', 2)
2022-12-15 18:16:56,925 | maa | INFO | Find 6 trajectories for ('GRASP', 'ELEMENT', 'E3', 'START', 0)
2022-12-15 18:16:56,926 | maa | INFO | Find 6 trajectories for ('GRASP', 'ELEMENT', 'E3', 'START', 1)
2022-12-15 18:16:56,926 | maa | INFO | Find 12 trajectories for ('GRASP', 'ELEMENT', 'E3', 'START', 2)
2022-12-15 18:16:56,927 | maa | INFO | Find 3 trajectories for ('GRASP', 'ELEMENT', 'E4', 'START', 1)
2022-12-15 18:16:56,927 | maa | INFO | Find 3 trajectories for ('GRASP', 'ELEMENT', 'E4', 'START', 3)
2022-12-15 18:16:56,927 | maa | INFO | Find 6 trajectories for ('GRASP', 'ELEMENT', 'E4', 'START', 4)
2022-12-15 18:16:56,928 | maa | INFO | Find 2 trajectories for ('GRASP', 'ELEMENT', 'E1', 'GOAL', 3)
2022-12-15 18:16:56,928 | maa | INFO | Find 6 trajectories for ('GRASP', 'ELEMENT', 'E1', 'GOAL', 4)
2022-12-15 18:16:56,929 | maa | INFO | Find 6 trajectories for ('GRASP', 'ELEMENT', 'E2', 'GOAL', 0)
2022-12-15 18:16:56,929 | maa | INFO | Find 6 trajectories for ('GRASP', 'ELEMENT', 'E2', 'GOAL', 1)
2022-12-15 18:16:56,930 | maa | INFO | Find 12 trajectories for ('GRASP', 'ELEMENT', 'E2', 'GOAL', 2)
2022-12-15 18:16:56,930 | maa | INFO | Find 3 trajectories for ('GRASP', 'ELEMENT', 'E3', 'GOAL', 0)
2022-12-15 18:16:56,931 | maa | INFO | Find 3 trajectories for ('GRASP', 'ELEMENT', 'E3', 'GOAL', 1)
2022-12-15 18:16:56,931 | maa | INFO | Find 12 trajectories for ('GRASP', 'ELEMENT', 'E3', 'GOAL', 2)
2022-12-15 18:16:56,932 | maa | INFO | Find 3 trajectories for ('GRASP', 'ELEMENT', 'E4', 'GOAL', 1)
2022-12-15 18:16:56,932 | maa | INFO | Find 3 trajectories for ('GRASP', 'ELEMENT', 'E4', 'GOAL', 3)
2022-12-15 18:16:56,933 | maa | INFO | Find 6 trajectories for ('GRASP', 'ELEMENT', 'E4', 'GOAL', 4)
2022-12-15 18:16:56,933 | maa | INFO | Find 3 trajectories for ('ATTACH', 'ELEMENT', 'E1', 'GOAL', 1)
2022-12-15 18:16:56,933 | maa | INFO | Find 6 trajectories for ('ATTACH', 'ELEMENT', 'E1', 'GOAL', 4)
2022-12-15 18:16:56,934 | maa | INFO | Find 6 trajectories for ('ATTACH', 'ELEMENT', 'E2', 'GOAL', 0)
2022-12-15 18:16:56,934 | maa | INFO | Find 6 trajectories for ('ATTACH', 'ELEMENT', 'E2', 'GOAL', 1)
2022-12-15 18:16:56,935 | maa | INFO | Find 12 trajectories for ('ATTACH', 'ELEMENT', 'E2', 'GOAL', 2)
2022-12-15 18:16:56,936 | maa | INFO | Find 3 trajectories for ('ATTACH', 'ELEMENT', 'E3', 'GOAL', 0)
2022-12-15 18:16:56,937 | maa | INFO | Find 3 trajectories for ('ATTACH', 'ELEMENT', 'E3', 'GOAL', 1)
2022-12-15 18:16:56,937 | maa | INFO | Find 9 trajectories for ('ATTACH', 'ELEMENT', 'E3', 'GOAL', 2)
2022-12-15 18:16:56,938 | maa | INFO | Find 3 trajectories for ('ATTACH', 'ELEMENT', 'E4', 'GOAL', 1)
2022-12-15 18:16:56,938 | maa | INFO | Find 3 trajectories for ('ATTACH', 'ELEMENT', 'E4', 'GOAL', 3)
2022-12-15 18:16:56,939 | maa | INFO | Find 6 trajectories for ('ATTACH', 'ELEMENT', 'E4', 'GOAL', 4)
2022-12-15 18:16:56,939 | maa | INFO | Find 3 trajectories for ('RELEASE', 'ELEMENT', 'E1', 'START', 1)
2022-12-15 18:16:56,940 | maa | INFO | Find 3 trajectories for ('RELEASE', 'ELEMENT', 'E1', 'START', 3)
2022-12-15 18:16:56,940 | maa | INFO | Find 6 trajectories for ('RELEASE', 'ELEMENT', 'E1', 'START', 4)
2022-12-15 18:16:56,941 | maa | INFO | Find 3 trajectories for ('RELEASE', 'ELEMENT', 'E2', 'START', 0)
2022-12-15 18:16:56,941 | maa | INFO | Find 3 trajectories for ('RELEASE', 'ELEMENT', 'E2', 'START', 1)
2022-12-15 18:16:56,942 | maa | INFO | Find 12 trajectories for ('RELEASE', 'ELEMENT', 'E2', 'START', 2)
2022-12-15 18:16:56,942 | maa | INFO | Find 6 trajectories for ('RELEASE', 'ELEMENT', 'E3', 'START', 0)
2022-12-15 18:16:56,943 | maa | INFO | Find 6 trajectories for ('RELEASE', 'ELEMENT', 'E3', 'START', 1)
2022-12-15 18:16:56,943 | maa | INFO | Find 12 trajectories for ('RELEASE', 'ELEMENT', 'E3', 'START', 2)
2022-12-15 18:16:56,944 | maa | INFO | Find 3 trajectories for ('RELEASE', 'ELEMENT', 'E4', 'START', 1)
2022-12-15 18:16:56,944 | maa | INFO | Find 3 trajectories for ('RELEASE', 'ELEMENT', 'E4', 'START', 3)
2022-12-15 18:16:56,945 | maa | INFO | Find 6 trajectories for ('RELEASE', 'ELEMENT', 'E4', 'START', 4)
2022-12-15 18:16:56,945 | maa | INFO | Find 2 trajectories for ('RELEASE', 'ELEMENT', 'E1', 'GOAL', 3)
2022-12-15 18:16:56,945 | maa | INFO | Find 6 trajectories for ('RELEASE', 'ELEMENT', 'E1', 'GOAL', 4)
2022-12-15 18:16:56,946 | maa | INFO | Find 6 trajectories for ('RELEASE', 'ELEMENT', 'E2', 'GOAL', 0)
2022-12-15 18:16:56,946 | maa | INFO | Find 6 trajectories for ('RELEASE', 'ELEMENT', 'E2', 'GOAL', 1)
2022-12-15 18:16:56,947 | maa | INFO | Find 12 trajectories for ('RELEASE', 'ELEMENT', 'E2', 'GOAL', 2)
2022-12-15 18:16:56,947 | maa | INFO | Find 3 trajectories for ('RELEASE', 'ELEMENT', 'E3', 'GOAL', 0)
2022-12-15 18:16:56,948 | maa | INFO | Find 3 trajectories for ('RELEASE', 'ELEMENT', 'E3', 'GOAL', 1)
2022-12-15 18:16:56,948 | maa | INFO | Find 12 trajectories for ('RELEASE', 'ELEMENT', 'E3', 'GOAL', 2)
2022-12-15 18:16:56,949 | maa | INFO | Find 3 trajectories for ('RELEASE', 'ELEMENT', 'E4', 'GOAL', 1)
2022-12-15 18:16:56,949 | maa | INFO | Find 3 trajectories for ('RELEASE', 'ELEMENT', 'E4', 'GOAL', 3)
2022-12-15 18:16:56,950 | maa | INFO | Find 6 trajectories for ('RELEASE', 'ELEMENT', 'E4', 'GOAL', 4)
2022-12-15 18:16:57,002 | maa | INFO | Start sampling for highways
2022-12-15 18:16:57,003 | maa | INFO | Search for mode ('FREE', 'NA', 'NA', 'NA', 'NA') with 15155 highways to check.
2022-12-15 18:20:05,424 | maa | INFO | Search for mode ('CARRY', 'ELEMENT', 'E1', 'NA', 1) with 2 highways to check.
2022-12-15 18:20:09,419 | maa | INFO | Search for mode ('CARRY', 'ELEMENT', 'E1', 'NA', 3) with 0 highways to check.
2022-12-15 18:20:09,420 | maa | INFO | Search for mode ('CARRY', 'ELEMENT', 'E1', 'NA', 4) with 20 highways to check.
2022-12-15 18:20:20,489 | maa | INFO | Search for mode ('CARRY', 'ELEMENT', 'E2', 'NA', 0) with 8 highways to check.
2022-12-15 18:20:28,054 | maa | INFO | Search for mode ('CARRY', 'ELEMENT', 'E2', 'NA', 1) with 8 highways to check.
2022-12-15 18:20:35,441 | maa | INFO | Search for mode ('CARRY', 'ELEMENT', 'E2', 'NA', 2) with 35 highways to check.
2022-12-15 18:20:48,615 | maa | INFO | Search for mode ('CARRY', 'ELEMENT', 'E3', 'NA', 0) with 8 highways to check.
2022-12-15 18:20:56,024 | maa | INFO | Search for mode ('CARRY', 'ELEMENT', 'E3', 'NA', 1) with 8 highways to check.
2022-12-15 18:21:02,107 | maa | INFO | Search for mode ('CARRY', 'ELEMENT', 'E3', 'NA', 2) with 70 highways to check.
2022-12-15 18:21:19,333 | maa | INFO | Search for mode ('CARRY', 'ELEMENT', 'E4', 'NA', 1) with 3 highways to check.
2022-12-15 18:21:23,221 | maa | INFO | Search for mode ('CARRY', 'ELEMENT', 'E4', 'NA', 3) with 3 highways to check.
2022-12-15 18:21:27,560 | maa | INFO | Search for mode ('CARRY', 'ELEMENT', 'E4', 'NA', 4) with 15 highways to check.
2022-12-15 18:21:37,658 | maa | INFO | Done in 463.856s
2022-12-15 18:21:38,042 | maa | INFO | Roadmap saved to /mnt/e/Code/pb_ws/multi_agent_assembly/multi_agent_assembly_data/problems/simple_lego/unrefined_R1_meta.json
2022-12-15 18:21:38,451 | maa | INFO | Roadmap saved to /mnt/e/Code/pb_ws/multi_agent_assembly/multi_agent_assembly_data/problems/simple_lego/unrefined_R2_meta.json
         395189973 function calls (394336449 primitive calls) in 845.157 seconds

   Ordered by: cumulative time
   List reduced from 907 to 10 due to restriction <10>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.005    0.005  846.728  846.728 /mnt/e/Code/pb_ws/multi_agent_assembly/src/multi_agent_assembly/run.py:29(run_generate_roadmap)
        2    0.298    0.149  845.153  422.577 /mnt/e/Code/pb_ws/multi_agent_assembly/src/multi_agent_assembly/generate.py:28(generate_roadmap)
   336617   26.609    0.000  765.264    0.002 /home/yijiangh/miniconda3/envs/ma_ws/lib/python3.8/site-packages/pybullet_planning/interfaces/robots/collision.py:428(collision_fn)
 83848361   43.142    0.000  698.825    0.000 /home/yijiangh/miniconda3/envs/ma_ws/lib/python3.8/site-packages/pybullet_planning/interfaces/robots/collision.py:92(pairwise_link_collision)
 83848361   26.746    0.000  648.049    0.000 /home/yijiangh/miniconda3/envs/ma_ws/lib/python3.8/site-packages/pybullet_planning/interfaces/robots/collision.py:32(pairwise_link_collision_info)
 84389435  638.163    0.000  638.163    0.000 {built-in method pybullet.getClosestPoints}
132145/65214    0.400    0.000  526.318    0.008 {built-in method builtins.any}
      526    0.015    0.000  524.306    0.997 /mnt/e/Code/pb_ws/multi_agent_assembly/src/multi_agent_assembly/motion.py:530(rrt)
   226413    0.367    0.000  521.632    0.002 /mnt/e/Code/pb_ws/multi_agent_assembly/src/multi_agent_assembly/motion.py:548(<lambda>)
      526    0.033    0.000  521.216    0.991 /mnt/e/Code/pb_ws/multi_agent_assembly/src/multi_agent_assembly/motion.py:556(free_path)


2022-12-15 18:22:16,215 | maa | INFO | run.py started with args: Namespace(agent=None, debug=False, folder='simple_lego', function='annotate_conflicts', parallel_index=None, parallel_num=None, path_file=None, refine=False, viewer=False)
2022-12-15 18:22:17,046 | maa | INFO | Loading roadmap for [R1]
2022-12-15 18:22:17,148 | maa | INFO | Loading roadmap for [R2]
2022-12-15 18:22:17,275 | maa | INFO | Annotating Conflicts
2022-12-15 18:22:17,276 | maa | INFO | R1 : # of vertices: 371 | # of edges: 878
2022-12-15 18:22:17,277 | maa | INFO | R2 : # of vertices: 379 | # of edges: 884
2022-12-15 18:22:17,278 | maa | INFO | Precompute Trajectories and AABBs
2022-12-15 18:22:18,929 | maa | INFO | Finding All Label Pairs that Need Checking
2022-12-15 18:22:43,167 | maa | INFO | Done in 24.237s
2022-12-15 18:22:43,168 | maa | INFO | Check Collision for 711859 Label Pairs
2022-12-15 18:51:41,839 | maa | INFO | Done in 1738.670s and Find 165500/711859 Colliding Label Pairs
2022-12-15 18:51:42,319 | maa | INFO | Colliding Labels saved to /mnt/e/Code/pb_ws/multi_agent_assembly/multi_agent_assembly_data/problems/simple_lego/unrefined_colliding_labels.txt
2022-12-15 18:51:42,403 | maa | INFO | Conditions to Labels saved to /mnt/e/Code/pb_ws/multi_agent_assembly/multi_agent_assembly_data/problems/simple_lego/unrefined_condition.json
         491141814 function calls (490907438 primitive calls) in 1762.511 seconds

   Ordered by: cumulative time
   List reduced from 743 to 10 due to restriction <10>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.217    0.217 1766.189 1766.189 /mnt/e/Code/pb_ws/multi_agent_assembly/src/multi_agent_assembly/run.py:78(run_annotate_conflicts)
        1    0.001    0.001 1764.568 1764.568 /mnt/e/Code/pb_ws/multi_agent_assembly/src/multi_agent_assembly/annotate.py:247(annotate_roadmaps)
        1    4.004    4.004 1738.672 1738.672 /mnt/e/Code/pb_ws/multi_agent_assembly/src/multi_agent_assembly/annotate.py:224(check_labels)
   708854   49.945    0.000 1614.412    0.002 /home/yijiangh/miniconda3/envs/ma_ws/lib/python3.8/site-packages/pybullet_planning/interfaces/robots/collision.py:428(collision_fn)
   436823    2.365    0.000 1537.035    0.004 /mnt/e/Code/pb_ws/multi_agent_assembly/src/multi_agent_assembly/collision.py:163(traj_collision_fn)
   436823    3.514    0.000 1530.291    0.004 /mnt/e/Code/pb_ws/multi_agent_assembly/src/multi_agent_assembly/collision.py:157(frame_collision_fn)
 93572120   87.013    0.000 1422.149    0.000 /home/yijiangh/miniconda3/envs/ma_ws/lib/python3.8/site-packages/pybullet_planning/interfaces/robots/collision.py:92(pairwise_link_collision)
 93572120   51.310    0.000 1320.215    0.000 /home/yijiangh/miniconda3/envs/ma_ws/lib/python3.8/site-packages/pybullet_planning/interfaces/robots/collision.py:32(pairwise_link_collision_info)
 93575125 1269.008    0.000 1269.008    0.000 {built-in method pybullet.getClosestPoints}
   708854   12.170    0.000  161.982    0.000 /home/yijiangh/miniconda3/envs/ma_ws/lib/python3.8/site-packages/pybullet_planning/interfaces/robots/collision.py:173(any_link_pair_collision)


